Date,Feature,Regime,IC,PValue,N_Stocks,Rolling_IC,Rolling_IC_STD,Rolling_ICIR,Rolling_Rank
2026-08-24,Low_20,SIDEWAYS,0.18603238866396762,0.2568341005061706,39,0.11578947368421054,0.1865558917249497,0.6206690766660785,1
2026-08-24,Trend_Strength,SIDEWAYS,0.2595141700404858,0.11062148317781688,39,0.09025641025641028,0.17573941969930892,0.5135809023226466,2
2026-08-24,EMA_Spread_Z,SIDEWAYS,0.41720647773279357,0.00823224205816967,39,0.06261470985155196,0.15763026873985386,0.39722516465199575,3
2026-08-24,EPS,SIDEWAYS,-0.00465587044534413,0.9775584509466129,39,0.02397098515519569,0.18005591068375046,0.13313078660420904,4
