Date,Feature,Regime,IC,PValue,N_Stocks
2014-06-03,Volume_MA,SIDEWAYS,0.24664602683178533,0.32380881293776365,18
2014-06-03,Volume_Ratio,SIDEWAYS,-0.35810113519091846,0.1445292896615503,18
2014-06-03,ATR,SIDEWAYS,-0.22187822497420018,0.3762254210655622,18
2014-06-03,Gap,SIDEWAYS,-0.3168214654282766,0.20020499436454786,18
2014-06-03,High_20,SIDEWAYS,-0.20743034055727552,0.4088537259590216,18
2014-06-03,Low_20,SIDEWAYS,-0.2425180598555212,0.3322310909053102,18
2014-06-03,Range_Position,SIDEWAYS,0.017543859649122806,0.9449151835129637,18
2014-06-03,Return_5,SIDEWAYS,-0.11248710010319916,0.6567565630509027,18
2014-06-03,Return_10,SIDEWAYS,0.23219814241486067,0.3538383254251315,18
2014-06-03,Reversal_5,SIDEWAYS,0.11248710010319916,0.6567565630509027,18
2014-06-03,Reversal_10,SIDEWAYS,-0.23219814241486067,0.3538383254251315,18
2014-06-03,Return_Rank,SIDEWAYS,-0.24458204334365324,0.3280041243603068,18
2014-06-03,Momentum_Rank,SIDEWAYS,0.25696594427244585,0.30330908061762435,18
2014-06-03,Volatility_Rank,SIDEWAYS,0.1331269349845201,0.5984607651208833,18
2014-06-03,Vol_Regime,SIDEWAYS,0.18203956042425007,0.46970618219482085,18
2014-06-03,Return_Z,SIDEWAYS,-0.24458204334365324,0.3280041243603068,18
2014-06-03,Momentum_ATR_Z,SIDEWAYS,0.24458204334365324,0.3280041243603068,18
2014-06-03,Momentum_Vol_Z,SIDEWAYS,0.19711042311661509,0.433057670392028,18
2014-06-03,Volatility_Z,SIDEWAYS,0.1331269349845201,0.5984607651208833,18
2014-06-03,RSI_Z,SIDEWAYS,0.06707946336429307,0.7914253837974394,18
2014-06-03,MACD_Z,SIDEWAYS,0.23219814241486067,0.3538383254251315,18
2014-06-03,MACD_Hist_Z,SIDEWAYS,0.13519091847265222,0.5927498112228585,18
2014-06-03,Trend_Strength_Z,SIDEWAYS,0.03199174406604747,0.8997186782888817,18
2014-06-03,Return_5_Z,SIDEWAYS,-0.11248710010319916,0.6567565630509027,18
2014-06-03,Return_10_Z,SIDEWAYS,0.23219814241486067,0.3538383254251315,18
2014-06-03,Volume_Change_Z,SIDEWAYS,-0.5294117647058824,0.023858231279662807,18
2014-06-03,Volume_Ratio_Z,SIDEWAYS,-0.35810113519091846,0.1445292896615503,18
2014-06-03,Range_Position_Z,SIDEWAYS,0.017543859649122806,0.9449151835129637,18
2014-06-03,ATR_Z,SIDEWAYS,-0.22187822497420018,0.3762254210655622,18
2014-06-03,Gap_Z,SIDEWAYS,-0.3168214654282766,0.20020499436454786,18
2014-06-03,EMA_Spread_Z,SIDEWAYS,0.10216718266253869,0.6866550541678016,18
2014-06-03,EPS,SIDEWAYS,-0.10835913312693499,0.6686595229846739,18
2014-06-03,PE,SIDEWAYS,-0.03199174406604747,0.8997186782888817,18
2014-06-03,PE_Change,SIDEWAYS,0.18885448916408668,0.4529458223784958,18
2014-06-03,PE_Z,SIDEWAYS,-0.03199174406604747,0.8997186782888817,18
2014-06-03,Value_Score,SIDEWAYS,0.03199174406604747,0.8997186782888817,18
2014-06-03,PE_Rank,SIDEWAYS,-0.03199174406604747,0.8997186782888817,18
2014-06-03,Value_Rank,SIDEWAYS,0.03199174406604747,0.8997186782888817,18
