Date,Feature,IC,PValue,N_Stocks
2015-01-16,Momentum_Z,0.13834586466165413,0.5607873732874131,20
2015-01-16,Volatility_Z,-0.38947368421052625,0.08961904769837135,20
2015-01-16,Return_5_Z,0.04060150375939849,0.8650468790077723,20
2015-01-16,Return_10_Z,0.07218045112781954,0.7623392575365604,20
2015-01-16,Return_Rank,0.3203007518796992,0.16857704306462595,20
2015-01-16,Momentum_Rank,0.13834586466165413,0.5607873732874131,20
2015-01-16,Volatility_Rank,-0.38947368421052625,0.08961904769837135,20
2015-01-19,Momentum,-0.019548872180451125,0.9348031235214638,20
2015-01-19,RSI,0.10977443609022557,0.6450049409876997,20
2015-01-19,Volatility,-0.4240601503759398,0.06240648623134539,20
2015-01-19,Trend_Strength,0.09022556390977443,0.705213030860713,20
2015-01-19,Return_5,0.10375939849624059,0.6633257542362446,20
2015-01-19,Return_10,0.14736842105263157,0.5352473458918692,20
2015-01-19,Volume_Change,-0.34736842105263155,0.1334492290162471,20
2015-01-19,Range_Position,0.030075187969924807,0.8998365956859304,20
2015-01-19,Momentum_Z,-0.019548872180451125,0.9348031235214638,20
2015-01-19,Volatility_Z,-0.4240601503759398,0.06240648623134539,20
2015-01-19,Return_5_Z,0.10375939849624059,0.6633257542362446,20
2015-01-19,Return_10_Z,0.14736842105263157,0.5352473458918692,20
2015-01-19,Return_Rank,-0.5744360902255639,0.008072760656054088,20
2015-01-19,Momentum_Rank,-0.019548872180451125,0.9348031235214638,20
2015-01-19,Volatility_Rank,-0.4240601503759398,0.06240648623134539,20
2015-01-20,Momentum,-0.11578947368421053,0.6268789936728246,20
2015-01-20,RSI,0.07368421052631578,0.757528699864343,20
2015-01-20,Volatility,-0.22255639097744356,0.34562063374685464,20
2015-01-20,Trend_Strength,0.09924812030075188,0.6771888443218217,20
2015-01-20,Return_5,-0.1969924812030075,0.40515233009814555,20
2015-01-20,Return_10,-0.02857142857142857,0.9048224147367736,20
2015-01-20,Volume_Change,-0.13082706766917293,0.5824730901969897,20
2015-01-20,Range_Position,0.12030075187969923,0.6134176645307824,20
2015-01-20,Momentum_Z,-0.11578947368421053,0.6268789936728246,20
2015-01-20,Volatility_Z,-0.22255639097744356,0.34562063374685464,20
2015-01-20,Return_5_Z,-0.1969924812030075,0.40515233009814555,20
2015-01-20,Return_10_Z,-0.02857142857142857,0.9048224147367736,20
2015-01-20,Return_Rank,-0.051127819548872175,0.8304946161837171,20
2015-01-20,Momentum_Rank,-0.11578947368421053,0.6268789936728246,20
2015-01-20,Volatility_Rank,-0.22255639097744356,0.34562063374685464,20
2015-01-21,Momentum,-0.15789473684210525,0.5061465835201626,20
2015-01-21,RSI,0.12330827067669171,0.604508830626885,20
2015-01-21,Volatility,-0.193984962406015,0.4125038246613566,20
2015-01-21,Trend_Strength,0.06917293233082707,0.7719854265259409,20
2015-01-21,Return_5,-0.3984962406015037,0.08180541617403751,20
2015-01-21,Return_10,-0.2421052631578947,0.30375506301143473,20
2015-01-21,Volume_Change,-0.09172932330827067,0.7005157258604466,20
2015-01-21,Range_Position,0.1894736842105263,0.42366525592686266,20
2015-01-21,Momentum_Z,-0.15789473684210525,0.5061465835201626,20
2015-01-21,Volatility_Z,-0.193984962406015,0.4125038246613566,20
2015-01-21,Return_5_Z,-0.3984962406015037,0.08180541617403751,20
2015-01-21,Return_10_Z,-0.2421052631578947,0.30375506301143473,20
2015-01-21,Return_Rank,-0.04060150375939849,0.8650468790077723,20
2015-01-21,Momentum_Rank,-0.15789473684210525,0.5061465835201626,20
2015-01-21,Volatility_Rank,-0.193984962406015,0.4125038246613566,20
2015-01-22,Momentum,-0.28421052631578947,0.2245845982112046,20
2015-01-22,RSI,-0.24511278195488717,0.2976005003886619,20
2015-01-22,Volatility,-0.007518796992481202,0.97490250199334,20
2015-01-22,Trend_Strength,-0.0706766917293233,0.7671582206450904,20
2015-01-22,Return_5,0.08571428571428572,0.7193660879190987,20
2015-01-22,Return_10,0.012030075187969924,0.9598534442846784,20
2015-01-22,Volume_Change,0.013533834586466165,0.9548397533571387,20
2015-01-22,Range_Position,-0.5849624060150376,0.0067447715295077815,20
2015-01-22,Momentum_Z,-0.28421052631578947,0.2245845982112046,20
2015-01-22,Volatility_Z,-0.007518796992481202,0.97490250199334,20
2015-01-22,Return_5_Z,0.08571428571428572,0.7193660879190987,20
2015-01-22,Return_10_Z,0.012030075187969924,0.9598534442846784,20
2015-01-22,Return_Rank,-0.524812030075188,0.017508741658873825,20
2015-01-22,Momentum_Rank,-0.28421052631578947,0.2245845982112046,20
2015-01-22,Volatility_Rank,-0.007518796992481202,0.97490250199334,20
2015-01-23,Momentum,-0.42255639097744363,0.06344083999820867,20
2015-01-23,RSI,-0.31879699248120297,0.17069787214002413,20
2015-01-23,Volatility,0.19999999999999998,0.3978729793519615,20
2015-01-23,Trend_Strength,-0.11879699248120301,0.6178918280262935,20
2015-01-23,Return_5,-0.003007518796992481,0.989959729518499,20
2015-01-23,Return_10,-0.1533834586466165,0.5185244542213634,20
2015-01-23,Volume_Change,0.24661654135338343,0.2945519940720424,20
2015-01-23,Range_Position,-0.6917293233082705,0.0007284845298314555,20
2015-01-23,Momentum_Z,-0.42255639097744363,0.06344083999820867,20
2015-01-23,Volatility_Z,0.19999999999999998,0.3978729793519615,20
2015-01-23,Return_5_Z,-0.003007518796992481,0.989959729518499,20
2015-01-23,Return_10_Z,-0.1533834586466165,0.5185244542213634,20
2015-01-23,Return_Rank,-0.38646616541353385,0.09234164249328164,20
2015-01-23,Momentum_Rank,-0.42255639097744363,0.06344083999820867,20
2015-01-23,Volatility_Rank,0.19999999999999998,0.3978729793519615,20
2015-01-27,Momentum,-0.4330827067669173,0.05646561004225938,20
2015-01-27,RSI,-0.21954887218045113,0.3523456773115151,20
2015-01-27,Volatility,0.02706766917293233,0.9098116651774512,20
2015-01-27,Trend_Strength,0.012030075187969924,0.9598534442846784,20
2015-01-27,Return_5,-0.2045112781954887,0.38709023775567686,20
2015-01-27,Return_10,-0.28421052631578947,0.2245845982112046,20
2015-01-27,Volume_Change,-0.2541353383458646,0.2795976355152772,20
2015-01-27,Range_Position,-0.3413533834586466,0.14076469716030818,20
2015-01-27,Momentum_Z,-0.4330827067669173,0.05646561004225938,20
2015-01-27,Volatility_Z,0.02706766917293233,0.9098116651774512,20
2015-01-27,Return_5_Z,-0.2045112781954887,0.38709023775567686,20
2015-01-27,Return_10_Z,-0.28421052631578947,0.2245845982112046,20
2015-01-27,Return_Rank,-0.12330827067669171,0.604508830626885,20
2015-01-27,Momentum_Rank,-0.4330827067669173,0.05646561004225938,20
2015-01-27,Volatility_Rank,0.02706766917293233,0.9098116651774512,20
2015-01-28,Momentum,-0.34586466165413526,0.13525234313351656,20
2015-01-28,RSI,-0.11278195488721804,0.6359170579042353,20
2015-01-28,Volatility,0.08872180451127819,0.7099206278927328,20
2015-01-28,Trend_Strength,0.12180451127819547,0.608956622164901,20
2015-01-28,Return_5,-0.35187969924812035,0.12814195208704127,20
2015-01-28,Return_10,-0.23308270676691725,0.32267802500462267,20
2015-01-28,Volume_Change,-0.2120300751879699,0.36948599387790193,20
2015-01-28,Range_Position,-0.40751879699248117,0.0745082158554702,20
2015-01-28,Momentum_Z,-0.34586466165413526,0.13525234313351656,20
2015-01-28,Volatility_Z,0.08872180451127819,0.7099206278927328,20
2015-01-28,Return_5_Z,-0.35187969924812035,0.12814195208704127,20
2015-01-28,Return_10_Z,-0.23308270676691725,0.32267802500462267,20
2015-01-28,Return_Rank,-0.1819548872180451,0.44262106677574986,20
2015-01-28,Momentum_Rank,-0.34586466165413526,0.13525234313351656,20
2015-01-28,Volatility_Rank,0.08872180451127819,0.7099206278927328,20
2015-01-29,Momentum,-0.29473684210526313,0.2071354208521537,20
2015-01-29,RSI,-0.35037593984962395,0.12989410232900503,20
2015-01-29,Volatility,-0.006015037593984962,0.9799209119891912,20
2015-01-29,Trend_Strength,0.06917293233082707,0.7719854265259409,20
2015-01-29,Return_5,-0.3413533834586466,0.14076469716030818,20
2015-01-29,Return_10,-0.26616541353383455,0.2566708454025406,20
2015-01-29,Volume_Change,-0.08571428571428572,0.7193660879190987,20
2015-01-29,Range_Position,-0.23609022556390977,0.31629397078309723,20
2015-01-29,Momentum_Z,-0.29473684210526313,0.2071354208521537,20
2015-01-29,Volatility_Z,-0.006015037593984962,0.9799209119891912,20
2015-01-29,Return_5_Z,-0.3413533834586466,0.14076469716030818,20
2015-01-29,Return_10_Z,-0.26616541353383455,0.2566708454025406,20
2015-01-29,Return_Rank,0.0,1.0,20
2015-01-29,Momentum_Rank,-0.29473684210526313,0.2071354208521537,20
2015-01-29,Volatility_Rank,-0.006015037593984962,0.9799209119891912,20
2015-01-30,Momentum,-0.43909774436090226,0.05275071743383972,20
2015-01-30,RSI,-0.45563909774436084,0.04349340980546598,20
2015-01-30,Volatility,-0.13082706766917293,0.5824730901969897,20
2015-01-30,Trend_Strength,-0.2120300751879699,0.36948599387790193,20
2015-01-30,Return_5,-0.4676691729323308,0.037588510204148835,20
2015-01-30,Return_10,-0.35939849624060144,0.11963250632903898,20
2015-01-30,Volume_Change,-0.3744360902255639,0.10384052952246081,20
2015-01-30,Range_Position,-0.31127819548872177,0.18157577037037334,20
2015-01-30,Momentum_Z,-0.43909774436090226,0.05275071743383972,20
2015-01-30,Volatility_Z,-0.13082706766917293,0.5824730901969897,20
2015-01-30,Return_5_Z,-0.4676691729323308,0.037588510204148835,20
2015-01-30,Return_10_Z,-0.35939849624060144,0.11963250632903898,20
2015-01-30,Return_Rank,0.1969924812030075,0.40515233009814555,20
2015-01-30,Momentum_Rank,-0.43909774436090226,0.05275071743383972,20
2015-01-30,Volatility_Rank,-0.13082706766917293,0.5824730901969897,20
2015-02-02,Momentum,0.10827067669172932,0.6495672222012883,20
2015-02-02,RSI,-0.19097744360902258,0.4199269722025048,20
2015-02-02,Volatility,0.10075187969924812,0.6725564354857819,20
2015-02-02,Trend_Strength,0.06466165413533834,0.7865148626867856,20
2015-02-02,Return_5,-0.2045112781954887,0.38709023775567686,20
2015-02-02,Return_10,0.003007518796992481,0.989959729518499,20
2015-02-02,Volume_Change,-0.13082706766917293,0.5824730901969897,20
2015-02-02,Range_Position,0.030075187969924807,0.8998365956859304,20
2015-02-02,Momentum_Z,0.10827067669172932,0.6495672222012883,20
2015-02-02,Volatility_Z,0.10075187969924812,0.6725564354857819,20
2015-02-02,Return_5_Z,-0.2045112781954887,0.38709023775567686,20
2015-02-02,Return_10_Z,0.003007518796992481,0.989959729518499,20
2015-02-02,Return_Rank,0.015037593984962403,0.9498276950483329,20
2015-02-02,Momentum_Rank,0.10827067669172932,0.6495672222012883,20
2015-02-02,Volatility_Rank,0.10075187969924812,0.6725564354857819,20
2015-02-03,Momentum,-0.11127819548872178,0.6404548402871416,20
2015-02-03,RSI,-0.3142857142857143,0.17716966765175685,20
2015-02-03,Volatility,0.10827067669172932,0.6495672222012883,20
2015-02-03,Trend_Strength,-0.08120300751879699,0.733607630478017,20
2015-02-03,Return_5,-0.3218045112781954,0.16647434857875798,20
2015-02-03,Return_10,-0.09022556390977443,0.705213030860713,20
2015-02-03,Volume_Change,0.34285714285714286,0.13891001088101343,20
2015-02-03,Range_Position,-0.24962406015037594,0.28851258969719185,20
2015-02-03,Momentum_Z,-0.11127819548872178,0.6404548402871416,20
2015-02-03,Volatility_Z,0.10827067669172932,0.6495672222012883,20
2015-02-03,Return_5_Z,-0.3218045112781954,0.16647434857875798,20
2015-02-03,Return_10_Z,-0.09022556390977443,0.705213030860713,20
2015-02-03,Return_Rank,-0.20300751879699244,0.39066623935419637,20
2015-02-03,Momentum_Rank,-0.11127819548872178,0.6404548402871416,20
2015-02-03,Volatility_Rank,0.10827067669172932,0.6495672222012883,20
2015-02-04,Momentum,-0.5353383458646617,0.014997129643632595,20
2015-02-04,RSI,-0.6872180451127818,0.000814936942175972,20
2015-02-04,Volatility,-0.1969924812030075,0.40515233009814555,20
2015-02-04,Trend_Strength,-0.30075187969924805,0.19757966317255532,20
2015-02-04,Return_5,-0.4195488721804511,0.06554828518218499,20
2015-02-04,Return_10,-0.4466165413533834,0.04837283310926692,20
2015-02-04,Volume_Change,-0.31879699248120297,0.17069787214002413,20
2015-02-04,Range_Position,-0.43458646616541347,0.055518791395969054,20
2015-02-04,Momentum_Z,-0.5353383458646617,0.014997129643632595,20
2015-02-04,Volatility_Z,-0.1969924812030075,0.40515233009814555,20
2015-02-04,Return_5_Z,-0.4195488721804511,0.06554828518218499,20
2015-02-04,Return_10_Z,-0.4466165413533834,0.04837283310926692,20
2015-02-04,Return_Rank,-0.006015037593984962,0.9799209119891912,20
2015-02-04,Momentum_Rank,-0.5353383458646617,0.014997129643632595,20
2015-02-04,Volatility_Rank,-0.1969924812030075,0.40515233009814555,20
2015-02-05,Momentum,-0.11428571428571428,0.6313917305184382,20
2015-02-05,RSI,-0.13684210526315788,0.5650957921363964,20
2015-02-05,Volatility,0.26917293233082706,0.25113145369079015,20
2015-02-05,Trend_Strength,0.24060150375939846,0.30686109167827574,20
2015-02-05,Return_5,-0.0781954887218045,0.7431490742332264,20
2015-02-05,Return_10,-0.048120300751879695,0.8403389659546907,20
2015-02-05,Volume_Change,-0.35639097744360904,0.12298631080226878,20
2015-02-05,Range_Position,-0.021052631578947364,0.9297994024457079,20
2015-02-05,Momentum_Z,-0.11428571428571428,0.6313917305184382,20
2015-02-05,Volatility_Z,0.26917293233082706,0.25113145369079015,20
2015-02-05,Return_5_Z,-0.0781954887218045,0.7431490742332264,20
2015-02-05,Return_10_Z,-0.048120300751879695,0.8403389659546907,20
2015-02-05,Return_Rank,0.10977443609022557,0.6450049409876997,20
2015-02-05,Momentum_Rank,-0.11428571428571428,0.6313917305184382,20
2015-02-05,Volatility_Rank,0.26917293233082706,0.25113145369079015,20
2015-02-06,Momentum,-0.16541353383458643,0.4858377042773382,20
2015-02-06,RSI,-0.13834586466165413,0.5607873732874131,20
2015-02-06,Volatility,0.38947368421052625,0.08961904769837135,20
2015-02-06,Trend_Strength,0.28872180451127816,0.2169926666873039,20
2015-02-06,Return_5,-0.10375939849624059,0.6633257542362446,20
2015-02-06,Return_10,-0.05263157894736842,0.825581450455932,20
2015-02-06,Volume_Change,-0.26917293233082706,0.25113145369079015,20
2015-02-06,Range_Position,-0.26315789473684204,0.26228712287542844,20
2015-02-06,Momentum_Z,-0.16541353383458643,0.4858377042773382,20
2015-02-06,Volatility_Z,0.38947368421052625,0.08961904769837135,20
2015-02-06,Return_5_Z,-0.10375939849624059,0.6633257542362446,20
2015-02-06,Return_10_Z,-0.05263157894736842,0.825581450455932,20
2015-02-06,Return_Rank,-0.5669172932330826,0.009146270047598541,20
2015-02-06,Momentum_Rank,-0.16541353383458643,0.4858377042773382,20
2015-02-06,Volatility_Rank,0.38947368421052625,0.08961904769837135,20
2015-02-09,Momentum,0.012030075187969924,0.9598534442846784,20
2015-02-09,RSI,-0.17744360902255638,0.4542034838793192,20
2015-02-09,Volatility,0.2300751879699248,0.3291382464700845,20
2015-02-09,Trend_Strength,0.03458646616541353,0.8849015088305833,20
2015-02-09,Return_5,-0.0631578947368421,0.7913733978200619,20
2015-02-09,Return_10,-0.03909774436090225,0.870003704330122,20
2015-02-09,Volume_Change,0.05413533834586466,0.8206745196973447,20
2015-02-09,Range_Position,-0.19097744360902258,0.4199269722025048,20
2015-02-09,Momentum_Z,0.012030075187969924,0.9598534442846784,20
2015-02-09,Volatility_Z,0.2300751879699248,0.3291382464700845,20
2015-02-09,Return_5_Z,-0.0631578947368421,0.7913733978200619,20
2015-02-09,Return_10_Z,-0.03909774436090225,0.870003704330122,20
2015-02-09,Return_Rank,-0.1609022556390977,0.4979744144247943,20
2015-02-09,Momentum_Rank,0.012030075187969924,0.9598534442846784,20
2015-02-09,Volatility_Rank,0.2300751879699248,0.3291382464700845,20
2015-02-10,Momentum,0.15789473684210525,0.5061465835201626,20
2015-02-10,RSI,0.006015037593984962,0.9799209119891912,20
2015-02-10,Volatility,0.16240601503759397,0.49391254436303184,20
2015-02-10,Trend_Strength,0.17293233082706763,0.4659400851924168,20
2015-02-10,Return_5,-0.10977443609022557,0.6450049409876997,20
2015-02-10,Return_10,0.16842105263157892,0.4778286757964304,20
2015-02-10,Volume_Change,0.06466165413533834,0.7865148626867856,20
2015-02-10,Range_Position,0.003007518796992481,0.989959729518499,20
2015-02-10,Momentum_Z,0.15789473684210525,0.5061465835201626,20
2015-02-10,Volatility_Z,0.16240601503759397,0.49391254436303184,20
2015-02-10,Return_5_Z,-0.10977443609022557,0.6450049409876997,20
2015-02-10,Return_10_Z,0.16842105263157892,0.4778286757964304,20
2015-02-10,Return_Rank,0.0781954887218045,0.7431490742332264,20
2015-02-10,Momentum_Rank,0.15789473684210525,0.5061465835201626,20
2015-02-10,Volatility_Rank,0.16240601503759397,0.49391254436303184,20
2015-02-11,Momentum,0.26616541353383455,0.2566708454025406,20
2015-02-11,RSI,0.16691729323308271,0.4818249184315467,20
2015-02-11,Volatility,0.13233082706766916,0.5781074593622941,20
2015-02-11,Trend_Strength,0.22556390977443608,0.33897093917086674,20
2015-02-11,Return_5,0.30526315789473685,0.19060938739632302,20
2015-02-11,Return_10,0.25112781954887214,0.2855217106335981,20
2015-02-11,Volume_Change,-0.0781954887218045,0.7431490742332264,20
2015-02-11,Range_Position,0.14887218045112782,0.5310434616086306,20
2015-02-11,Momentum_Z,0.26616541353383455,0.2566708454025406,20
2015-02-11,Volatility_Z,0.13233082706766916,0.5781074593622941,20
2015-02-11,Return_5_Z,0.30526315789473685,0.19060938739632302,20
2015-02-11,Return_10_Z,0.25112781954887214,0.2855217106335981,20
2015-02-11,Return_Rank,-0.15037593984962402,0.5268549482529813,20
2015-02-11,Momentum_Rank,0.26616541353383455,0.2566708454025406,20
2015-02-11,Volatility_Rank,0.13233082706766916,0.5781074593622941,20
2015-02-12,Momentum,0.3669172932330827,0.1115351994023919,20
2015-02-12,RSI,0.11578947368421053,0.6268789936728246,20
2015-02-12,Volatility,0.14436090225563908,0.5437007991990149,20
2015-02-12,Trend_Strength,0.23157894736842105,0.32589862703879297,20
2015-02-12,Return_5,-0.09323308270676692,0.6958288642370745,20
2015-02-12,Return_10,0.312781954887218,0.17936353052759132,20
2015-02-12,Volume_Change,0.2270676691729323,0.335674431013418,20
2015-02-12,Range_Position,0.03909774436090225,0.870003704330122,20
2015-02-12,Momentum_Z,0.3669172932330827,0.1115351994023919,20
2015-02-12,Volatility_Z,0.14436090225563908,0.5437007991990149,20
2015-02-12,Return_5_Z,-0.09323308270676692,0.6958288642370745,20
2015-02-12,Return_10_Z,0.312781954887218,0.17936353052759132,20
2015-02-12,Return_Rank,0.13533834586466165,0.5694186911507698,20
2015-02-12,Momentum_Rank,0.3669172932330827,0.1115351994023919,20
2015-02-12,Volatility_Rank,0.14436090225563908,0.5437007991990149,20
2015-02-13,Momentum,0.22105263157894736,0.34897375430214644,20
2015-02-13,RSI,0.17293233082706763,0.4659400851924168,20
2015-02-13,Volatility,0.24060150375939846,0.30686109167827574,20
2015-02-13,Trend_Strength,0.13082706766917293,0.5824730901969897,20
2015-02-13,Return_5,-0.14586466165413534,0.5394664944297437,20
2015-02-13,Return_10,0.4601503759398496,0.041200717801954445,20
2015-02-13,Volume_Change,0.20751879699248119,0.37999323699324683,20
2015-02-13,Range_Position,0.04962406015037594,0.8354138453754827,20
2015-02-13,Momentum_Z,0.22105263157894736,0.34897375430214644,20
2015-02-13,Volatility_Z,0.24060150375939846,0.30686109167827574,20
2015-02-13,Return_5_Z,-0.14586466165413534,0.5394664944297437,20
2015-02-13,Return_10_Z,0.4601503759398496,0.041200717801954445,20
2015-02-13,Return_Rank,-0.010526315789473682,0.9648685868194994,20
2015-02-13,Momentum_Rank,0.22105263157894736,0.34897375430214644,20
2015-02-13,Volatility_Rank,0.24060150375939846,0.30686109167827574,20
2015-02-16,Momentum,0.18496240601503755,0.43498614362285254,20
2015-02-16,RSI,0.2541353383458646,0.2795976355152772,20
2015-02-16,Volatility,0.05413533834586466,0.8206745196973447,20
2015-02-16,Trend_Strength,0.30225563909774433,0.19523758072220296,20
2015-02-16,Return_5,-0.19548872180451127,0.408819089520232,20
2015-02-16,Return_10,0.24962406015037594,0.28851258969719185,20
2015-02-16,Volume_Change,0.019548872180451125,0.9348031235214638,20
2015-02-16,Range_Position,0.1518796992481203,0.5226819111403138,20
2015-02-16,Momentum_Z,0.18496240601503755,0.43498614362285254,20
2015-02-16,Volatility_Z,0.05413533834586466,0.8206745196973447,20
2015-02-16,Return_5_Z,-0.19548872180451127,0.408819089520232,20
2015-02-16,Return_10_Z,0.24962406015037594,0.28851258969719185,20
2015-02-16,Return_Rank,0.08872180451127819,0.7099206278927328,20
2015-02-16,Momentum_Rank,0.18496240601503755,0.43498614362285254,20
2015-02-16,Volatility_Rank,0.05413533834586466,0.8206745196973447,20
2015-02-18,Momentum,0.1518796992481203,0.5226819111403138,20
2015-02-18,RSI,0.431578947368421,0.057424650384352044,20
2015-02-18,Volatility,0.11578947368421053,0.6268789936728246,20
2015-02-18,Trend_Strength,0.051127819548872175,0.8304946161837171,20
2015-02-18,Return_5,-0.47067669172932325,0.036214551666000905,20
2015-02-18,Return_10,-0.045112781954887216,0.8502061902084873,20
2015-02-18,Volume_Change,-0.07969924812030074,0.73837374901493,20
2015-02-18,Range_Position,0.17142857142857143,0.46988617281087525,20
2015-02-18,Momentum_Z,0.1518796992481203,0.5226819111403138,20
2015-02-18,Volatility_Z,0.11578947368421053,0.6268789936728246,20
2015-02-18,Return_5_Z,-0.47067669172932325,0.036214551666000905,20
2015-02-18,Return_10_Z,-0.045112781954887216,0.8502061902084873,20
2015-02-18,Return_Rank,0.47218045112781953,0.035542393671931995,20
2015-02-18,Momentum_Rank,0.1518796992481203,0.5226819111403138,20
2015-02-18,Volatility_Rank,0.11578947368421053,0.6268789936728246,20
2015-02-19,Momentum,0.12481203007518797,0.6000744184144978,20
2015-02-19,RSI,0.4857142857142857,0.029920782525592465,20
2015-02-19,Volatility,0.3203007518796992,0.16857704306462595,20
2015-02-19,Trend_Strength,0.009022556390977442,0.9698849998123449,20
